phase,topology,ep_size,replica_count,total_gpus,variant,status,result_fidelity,ttft_ms,prefill_ms,first_decode_step_ms,steady_decode_step_p50_ms,steady_decode_step_p90_ms,steady_decode_step_p99_ms,itl_p50_ms,itl_p90_ms,itl_p99_ms,tpot_ms,decode_generation_ms,end_to_end_ms,latency_unavailable_reasons,mtp1_iteration_ms,mtp1_status,mtp1_reason,aggregate_input_tok_s,aggregate_output_tok_s,aggregate_total_tok_s,input_tok_s_per_gpu,output_tok_s_per_gpu,total_tok_s_per_gpu,weights_including_scales_gib,scales_only_gib,activations_including_workspace_gib,workspace_only_gib,memory_unavailable_reasons,kv_peak_allocated_gib,nccl_gib,other_runtime_gib,peak_hbm_gib,kv_requested_dtype,kv_resolved_dtype,kv_logical_bytes_per_gpu,kv_modeled_resident_allocated_bytes_per_gpu,kv_modeled_peak_allocated_bytes_per_gpu,kv_actual_runtime_allocated_bytes_per_gpu,kv_actual_runtime_measurement_status,kv_actual_runtime_measurement_reason,full_mfa_ms,swa_ms,dense_ms,latent_moe_ms,dispatch_ms,combine_ms,other_component_ms,component_accounted_total_ms,moe_performance_workload_distribution,expert_token_histogram,max_mean_load,padding_ratio,live_routing_status,live_routing_reason,backend_fallback,backend_fallback_reason,retry_count,error_record_count,missing_record_count,exception_log,vllm_actual_status,vllm_actual_reason,vllm_actual_latency_ms,absolute_error_ms,relative_error,prompt_tokens,context_tokens,output_tokens,selected_batch_per_replica,max_num_batched_tokens,tpot_budget_ms,b_max,aggregate_b_max,first_failed_batch,active_sequences_per_replica,batched_tokens_per_replica,engine_step_trace_location,oom,proxy_record_count,proxy_latency_ms
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,20834.535671197176,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",6291.092927076904,0.0,6291.092927076904,196.59665397115324,0.0,196.59665397115324,134.69580078125,,234.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",17.36328125,0.0,3.5,389.55908203125,auto,bfloat16,2805989376.0,10859053056.0,18643681280.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,12872.996882338171,3279.684734389594,212.81602265707772,4395.138443995635,361.65693857142804,620.7092357142856,73.89958781675354,20834.535671197234,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,131072,,0,1,32768,,,,,1,,prefill_results[].queried_steps[],True,608,982.3661742857164
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,21482.295136935936,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",6101.396483220231,0.0,6101.396483220231,190.66864010063222,0.0,190.66864010063222,134.69580078125,,468.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",24.61328125,0.0,3.5,630.80908203125,auto,bfloat16,2805989376.0,10859053056.0,26428309504.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,13700.675391708814,3344.4933952266174,217.31001169838925,4146.952478143519,312.5242414285712,567.6424392857143,72.86386015869934,21482.29513693604,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,131072,,0,1,65536,,,,,1,,prefill_results[].queried_steps[],True,304,880.1666807142832
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,21432.784556136714,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",12230.981901273391,0.0,12230.981901273391,382.2181844147935,0.0,382.2181844147935,134.69580078125,,117.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",13.73828125,0.0,3.5,268.93408203125,auto,bfloat16,2805989376.0,10859053056.0,14751367168.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,12241.317002879112,3148.190857829073,203.8280445744547,5763.4776077213355,445.374874285715,729.8265342857151,75.97104313286194,21432.784556136834,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,131072,,0,2,32768,,,,,2,,prefill_results[].queried_steps[],True,1216,1175.2014085714306
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,62616.37947888474,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",4186.508421305311,0.0,4186.508421305311,130.82838816579095,0.0,130.82838816579095,134.69580078125,,234.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",27.36328125,0.0,3.5,399.55908203125,auto,bfloat16,5490343936.0,21596471296.0,29381099520.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,46693.151839746206,6559.519530199382,425.63204531415533,8790.27688799127,723.313877142856,1241.4184714285711,147.79917563350708,62616.37947888452,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,262144,,0,1,32768,,,,,1,,prefill_results[].queried_steps[],True,1216,1964.732348571433
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,63745.613635909685,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",8224.691395937147,0.0,8224.691395937147,257.02160612303584,0.0,257.02160612303584,134.69580078125,,117.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",23.73828125,0.0,3.5,278.93408203125,auto,bfloat16,5490343936.0,21596471296.0,25488785408.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,45363.053291850374,6296.006953202524,407.65608914890953,11526.955215442671,890.7497485714301,1459.6530685714304,151.94208626572387,63745.613635910195,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,262144,,0,2,32768,,,,,2,,prefill_results[].queried_steps[],True,2432,2350.402817142861
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,209689.11767346048,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",2500.310964236353,0.0,2500.310964236353,78.13471763238603,0.0,78.13471763238603,134.69580078125,,234.0,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",47.36328125,0.0,3.5,419.55908203125,auto,bfloat16,10859053056.0,43071307776.0,50855936000.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,177843.83809302282,13117.86336255873,851.2640906283106,17580.55377598254,1446.6277542857122,2482.8369428571423,295.5983512670142,209689.1176734594,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,524288,,0,1,32768,,,,,1,,prefill_results[].queried_steps[],True,2432,3929.464697142866
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,768126.6709356903,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",1365.066517899607,0.0,1365.066517899607,42.65832868436272,0.0,42.65832868436272,134.69580078125,,58.271484375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",81.9541015625,0.0,3.5,278.42138671875,auto,bfloat16,21595815936.0,86051389440.0,87997546496.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,698376.9382782072,25655.209334142543,1618.4835197719412,41835.14570960749,4584.814133805794,7115.177307530666,640.8940939554676,768126.6709356847,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,1048544,,0,1,8192,,,,,1,,prefill_results[].queried_steps[],True,19456,11699.991441336517
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,757956.7883603632,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",1383.3822931624434,0.0,1383.3822931624434,43.230696661326355,0.0,43.230696661326355,134.69580078125,,233.771484375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",87.3916015625,0.0,3.5,459.35888671875,auto,bfloat16,21595815936.0,86051389440.0,93836017664.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,694273.9303468853,26229.071778246293,1702.4740298892543,35160.13303897259,2893.188741337539,4965.55084712298,591.1791663688673,757956.7883603624,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,1048544,,0,1,32768,,,,,1,,prefill_results[].queried_steps[],True,4864,7858.73958846053
prefill,ep32_r1,32,1,32,mtp_off,OOM,PROXY,,761557.3538914127,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",1376.8418027114312,0.0,1376.8418027114312,43.026306334732226,0.0,43.026306334732226,134.69580078125,,467.771484375,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",94.6416015625,0.0,3.5,700.60888671875,auto,bfloat16,21595815936.0,86051389440.0,101620645888.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,699305.1376126481,26756.229034842614,1738.4259422197456,33174.66795659342,2500.130037295269,4541.013453762032,582.8933451044336,761557.3538914083,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,1048544,,0,1,65536,,,,,1,,prefill_results[].queried_steps[],True,2432,7041.1434910572825
prefill,ep16_r2,16,2,32,mtp_off,PASS_WITH_PROXY,PROXY,,213.00583873859085,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",4807.379957582727,0.0,4807.379957582727,150.23062367446022,0.0,150.23062367446022,211.06689453125,,3.65625,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",0.15234375,0.0,3.5,218.37548828125,auto,bfloat16,132120576.0,163577856.0,163577856.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,7.298005007613497,13.011785869646747,0.7155608781908349,191.18204451153406,15.844371428571433,16.415999999999983,0.7984424716077378,213.00583873859287,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,512,,0,1,32768,,,,,1,,prefill_results[].queried_steps[],False,152,32.26037142857147
prefill,ep16_r2,16,2,32,mtp_off,PASS_WITH_PROXY,PROXY,,877.0099255509309,,,,,,,,,,,"{""decode_generation"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""end_to_end"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""first_decode_step"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it."", ""itl_p50"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""itl_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p50"": ""Not part of a prefill-only simulation result."", ""steady_decode_step_p90"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""steady_decode_step_p99"": ""Requires repeated live engine-step timing samples; deterministic AIC operation sums do not provide a latency distribution."", ""tpot"": ""Not part of a prefill-only simulation result."", ""ttft"": ""Requires a live request lifecycle and engine scheduler trace; the task-local AIC operation-sum simulation does not model it.""}",,DEFERRED_BY_OWNER,"The pinned Step4Pro source has no native MTP1 implementation; the task owner deferred MTP1 construction, measurement, and simulation.",9340.829289764137,0.0,9340.829289764137,291.9009153051293,0.0,291.9009153051293,211.06689453125,,3.65625,,"{""scales_only"": ""The current AIC weight accounting includes FP8 scales in the weight total and does not expose them separately."", ""workspace_only"": ""The current AIC activation accounting includes the MoE workspace and does not expose it separately.""}",0.15234375,0.0,3.5,218.37548828125,auto,bfloat16,132120576.0,163577856.0,163577856.0,,PENDING_EXTERNAL_VLLM,The AIC-only simulation models the pinned vLLM page allocator but cannot read live CUDA allocation counters.,7.298005007613497,13.011785869646747,0.7155608781908349,855.1861313238727,15.844371428571433,16.415999999999983,0.7984424716077378,877.0099255509315,power_law_1.2,,,,PENDING_EXTERNAL_VLLM,"Dummy-weight AIC simulation has no request-level router outputs. Histogram, load ratio, and padding require the external pinned vLLM runtime trace.",False,No automatic backend fallback exists. The DeepEP proxy is an explicitly selected simulation approximation.,0,0,0,[],PENDING_EXTERNAL_VLLM,Whole-model pinned-vLLM results are owned by the external session and were not supplied to this AIC-only run.,,,,512,,0,8,32768,,,,,8,,prefill_results[].queried_steps[],False,152,32.26037142857147
